nombre,img_url,familia,sinonimos,habito,origen,distribuicion,rango,paiseslimitrofes,nombre_comun,notas
Equisetum pyramidale Goldm.,-,Equisetaceae,"Equisetum ramosissimum Desf. var. scaberium Milde, Equisetum philippi Gand., Equisetum scandens J. Remy, Equisetum giganteum L. var. chilense Milde, Equisetum ramosissimum Desf. var. affine Milde, Equisetum araucanum Phil.",Hierba perenne,Endémica,"Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA)",10-2600 m.,-,Cola de caballo,-
Sticherus cryptocarpus (Hook.) Ching,http://catalogoplantas.udec.cl/sites/default/files/64_1.jpg,Gleicheniaceae,"Dicranopteris cryptocarpa (Hook.) Looser, Gleichenia cryptocarpa Hook., Mertensia cryptocarpa (Hook.) J. Remy, Sticherus cryptocarpus (Hook.) Ching var. looserianus G. Kunkel",Hierba perenne,Nativa,"Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",20-2200 m.,Argentina,"Hierba loza, cola de gallo, ampe",-
Sticherus lepidotus (R.A. Rodr.) R.A. Rodr. & Ponce,http://catalogoplantas.udec.cl/sites/default/files/65_1.jpg,Gleicheniaceae,Gleichenia lepidota R.A Rodr.,Hierba perenne,Endémica,Juan Fernández (JFE),500-1100 m.,-,-,-
Sticherus litoralis (Phil.) Nakai,http://catalogoplantas.udec.cl/sites/default/files/66_1.jpg,Gleicheniaceae,"Mertensia litoralis Phil., Gleichenia litoralis (Phil.) C. Chr., Dicranopteris pedalis (Kaulf.) Looser var. litoralis (Phil.) Looser, Gleichenia pedalis (Kaulf.) Sprengel var. litoralis (Phil.) Looser, Dicranopteris litoralis (Phil.) Looser",Hierba perenne,Endémica,"Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",3-1040 m.,-,-,-
Sticherus quadripartitus (Poir.) Ching,http://catalogoplantas.udec.cl/sites/default/files/67_1.jpg,Gleicheniaceae,"Polypodium quadripartitum Poir., Gleichenia acutifolia Hook., Mertensia acutifolia (Hook.) J. Remy, Gleichenia bibreae Mett. ex Kuhn, Dicranopteris quadripartita (Poir.) Looser, Gleichenia quadripartita (Poir.) T. Moore, Mertensia magellanica Desv., Mertensia quadripartita (Poir.) Poir., Sticherus quadripartitus (Poir.) Ching fma. bipartitus G. Kunkel, Sticherus quadripartitus (Poir.) Ching fma. simplex G. Kunkel",Hierba perenne,Nativa,"Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG), Juan Fernández (JFE)",0-1800 m.,Argentina,"Yerba loza, palmita, pata de cucho",-
Sticherus squamulosus (Desv.) Nakai var. gunckelianus (Looser) R.A. Rodr. & Ponce,-,Gleicheniaceae,"Gleichenia squamulosa (Desv.) T. Moore var. gunckeliana (Looser) Duek, Dicranopteris squamulosa (Desv.) Looser var. gunckeliana Looser",Hierba trepadora perenne,Endémica,"Los Ríos (LRI), Los Lagos (LLA)",0-100 m.,-,-,-
Sticherus squamulosus (Desv.) Nakai var. squamulosus,http://catalogoplantas.udec.cl/sites/default/files/69_1.jpg,Gleicheniaceae,"Gleichenia pedalis (Kaulf.) Spreng., Dicranopteris pedalis (Kaulf.) Looser, Sticherus pedalis (Kaulf.) Ching, Gleichenia squamulosa (Desv.) T. Moore, Mertensia squamulosa Desv., Mertensia pedalis Kaulf., Mertensia oligocarpa Phil., Gleichenia oligocarpa (Phil.) C. Chr., Dicranopteris oligocarpa (Phil.) Looser, Sticherus oligocarpus (Phil.) Nakai, Sticherus squamulosus (Desv.) Nakai var. glaber (T. Moore) Nakai, Dicranopteris squamulosa (Desv.) Looser",Hierba perenne,Endémica,"Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Juan Fernández (JFE)",3-1500 m.,-,"Yerba loza, palmita, huedahue",-
Hymenoglossum cruentum (Cav.) C. Presl,http://catalogoplantas.udec.cl/sites/default/files/70_1.jpg,Hymenophyllaceae,Hymenophyllum cruentum Cav.,Hierba epífita perenne,Nativa,"Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG), Juan Fernández (JFE)",0-900 m.,Argentina,"Helecho película, sanguinaria, seda de la luma",-
Hymenophyllum caudatum Bosch,http://catalogoplantas.udec.cl/sites/default/files/71_1.jpg,Hymenophyllaceae,"Hymenophyllum caudiculatum Mart. var. productum (C. Presl) C. Chr., Hymenophyllum patagonicum Gand., Sphaerocionium productum C. Presl, Mecodium caudiculatum (Mart.) Copel. fma. productum (C. Presl) G. Kunkel, Mecodium caudiculatum (Mart.) Copel. fma. nanum G. Kunkel",Hierba epífita perenne,Nativa,"Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG), Juan Fernández (JFE)",0-1500 m.,Argentina,Pallante chilote,-
Hymenophyllum cuneatum Kunze var. cuneatum,http://catalogoplantas.udec.cl/sites/default/files/72_1.jpg,Hymenophyllaceae,"Hymenophyllum cumingii C. Presl, Mecodium cuneatum (Kunze) Copel., Hymenophyllum polyanthos auct. non (Sw.) Sw.",Hierba epífita perenne,Endémica,"Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG), Juan Fernández (JFE)",400-1000 m.,-,-,-
Hymenophyllum cuneatum Kunze var. rariforme C. Chr. & Skottsb.,-,Hymenophyllaceae,"Hymenophyllum terminale Phil., Hymenophyllum cuneatum Kunze fma. imbricata C. Chr. & Skottsb., Mecodium cuneatum (Kunze) Copel. var. rariforme (C. Chr. & Skottsb.) G. Kunkel",Hierba epífita perenne,Endémica,Juan Fernández (JFE),300-500 m.,-,-,-
Hymenophyllum darwinii Hook.f. ex Bosch,http://catalogoplantas.udec.cl/sites/default/files/74_1.jpg,Hymenophyllaceae,"Hymenophyllum abruptum Hook. var. brevifrons (Kunze) Franch., Hymenophyllum skottsbergii C. Chr., Hymenophyllum rarum R. Br. var. darwinii (Bosch) Neger",Hierba epífita o saxícola perenne,Nativa,"Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",0-1200 m.,Argentina,-,-
Hymenophyllum dentatum Cav.,http://catalogoplantas.udec.cl/sites/default/files/75_1.jpg,Hymenophyllaceae,"Hymenophyllum bridgesii Hook., Hymenophyllum trichocaulum Phil., Sphaerocionium bridgesii (Hook.) Klotzsch, Leptocionium dentatum (Cav.) Bosch, Meringium dentatum (Cav.) Copel.",Hierba epífita perenne,Nativa,"Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS)",0-1600 m.,Argentina,Shushu-lahuén,-
Hymenophyllum dicranotrichum (C. Presl) Hook. ex Sadeb.,http://catalogoplantas.udec.cl/sites/default/files/76_1.jpg,Hymenophyllaceae,"Hymenophyllum chiloense Hook., Leptocionium dicranotrichum C. Presl, Trichomanes spinulosum Phil.",Hierba perenne,Endémica,"Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS)",0-600 m.,-,-,-
Hymenophyllum falklandicum Baker,http://catalogoplantas.udec.cl/sites/default/files/77_1.jpg,Hymenophyllaceae,"Hymenophyllum falklandicum Baker var. elongatum Diem & J.S. Licht., Hymenophyllum glebarium H. Christ ex C. Chr., Hymenophyllum caespitosum auct. non Gaudich., Hymenophyllum falklandicum Baker var. falklandicum fma. andinum Diem & J.S. Licht.",Hierba epífita perenne,Nativa,"Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG), Juan Fernández (JFE)",0-1700 m.,Argentina,-,-
Hymenophyllum ferrugineum Colla,http://catalogoplantas.udec.cl/sites/default/files/78_1.jpg,Hymenophyllaceae,"Sphaerocionium ferrugineum (Colla) Copel. pro parte, Hymenophyllum ferrugineum Colla var. donatii Looser, Hymenophyllum subtilissimum Kunze",Hierba epífita o terrestre perenne,Nativa,"Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG), Juan Fernández (JFE)",0-1400 m.,Argentina,-,-
Hymenophyllum fuciforme Sw.,http://catalogoplantas.udec.cl/sites/default/files/79_1.jpg,Hymenophyllaceae,"Hymenophyllum semiteres Colla, Leptocionium fuciforme (Sw.) C. Presl, Mecodium fuciforme (Sw.) Copel.",Hierba epífita o terrestre perenne,Nativa,"Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG), Juan Fernández (JFE)",0-1200 m.,Argentina,-,-
Hymenophyllum krauseanum Phil.,http://catalogoplantas.udec.cl/sites/default/files/80_1.jpg,Hymenophyllaceae,"Hymenophyllum magellanicum Willd. ex Kunze var. krauseanum (Phil.) C. Chr., Hymenophyllum dichotomum Cav. var. krauseanum (Phil.) C. Chr., Hymenophyllum plicatum Kaulf. var. krauseanum (Phil.) Looser, Meringium krauseanum (Phil.) G. Kunkel",Hierba epífita o saxícola perenne,Nativa,"Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",0-1300 m.,Argentina,-,-
Hymenophyllum nahuelhuapiense Diem & J.S. Licht.,http://catalogoplantas.udec.cl/sites/default/files/81_1.jpg,Hymenophyllaceae,"",Hierba terrestre o saxícola perenne,Nativa,"Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",200-800 m.,Argentina,-,-
Hymenophyllum pectinatum Cav.,http://catalogoplantas.udec.cl/sites/default/files/82_1.jpg,Hymenophyllaceae,"",Hierba epífita o terrestre perenne,Nativa,"Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG), Juan Fernández (JFE)",0-3600 m.,Argentina,-,-
Hymenophyllum peltatum (Poir.) Desv.,http://catalogoplantas.udec.cl/sites/default/files/83_1.jpg,Hymenophyllaceae,"Trichomanes peltatum Poir., Hymenophyllum menziesii C. Presl, Hymenophyllum meyeri C. Presl, Hymenophyllum megachilum C. Presl, Hymenophyllum peltatum (Poir.) Desv. var. elongatum Diem & J.S. Licht., Hymenophyllum mettenii Bosch, Hymenophyllum peltatum (Poir.) Desv. var. minor Diem & J.S. Licht., Hymenophyllum peltatum (Poir.) Desv. var. patagonicum Diem & J.S. Licht., Hymenophyllum unilaterale Bory, Hymenophyllum tunbrigense (L.) Sm. var. wilsoni (Hook.) Sadeb., Hymenophyllum wilsonii Hook.",Hierba epífita o saxícola perenne,Nativa,"Coquimbo (COQ), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",0-1400 m.,"Argentina, Bolivia y Perú",-,-
Hymenophyllum plicatum Kaulf.,-,Hymenophyllaceae,"Ptychophyllum plicatum (Kaulf.) C. Presl, Hymenophyllum quadrifidum Phil., Hymenophyllum plicatum Kaulf. var. quadrifidum (Phil.) Looser, Meringium plicatum (Kaulf.) Copel., Hymenophyllum dichotomum auct. non Cav., Hymenophyllum nigricans Colla",Hierba epífita o terrestre perenne,Nativa,"Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG), Juan Fernández (JFE)",0-800 m.,Argentina,-,-
Hymenophyllum rugosum C. Chr. & Skottsb.,http://catalogoplantas.udec.cl/sites/default/files/85_1.jpg,Hymenophyllaceae,"Hymenophyllum rugosum C. Chr. & Skottsb. fma. lanceolatum C. Chr. & Skottsb., Hymenophyllum tunbrigense auct. non (L.) Sm.",Hierba epífita o terrestre perenne,Endémica,Juan Fernández (JFE),400-700 m.,-,-,-
Hymenophyllum secundum Hook. & Grev.,http://catalogoplantas.udec.cl/sites/default/files/86_1.jpg,Hymenophyllaceae,"Hymenophyllum serra C. Presl, Meringium secundum (Hook. & Grev.) Copel.",Hierba epífita o terrestre perenne,Nativa,"Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG), Juan Fernández (JFE)",0-1200 m.,Argentina,-,-
Hymenophyllum seselifolium C. Presl,http://catalogoplantas.udec.cl/sites/default/files/87_1.jpg,Hymenophyllaceae,"Didymoglossum magellanicum Desv., Hymenophyllum attenuatum Hook., Ptychophyllum magellanicum Klotzsch, Hymenophyllum bibraianum J.W. Sturm, Leptocionium attenuatum (Hook.) Bosch, Leptocionium magellanicum (Desv.) Bosch, Leptocionium seselifolium (C. Presl) Bosch, Meringium magellanicum (Desv.) Copel., Hymenophyllum magellanicum (Desv.) Willd. ex Kunze",Hierba epífita o terrestre perenne,Nativa,"Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",0-1800 m.,Argentina,-,-
Hymenophyllum tortuosum Hook. & Grev.,http://catalogoplantas.udec.cl/sites/default/files/88_1.jpg,Hymenophyllaceae,"Myrmecostylum tortuosum (Hook. & Grev.) C. Presl, Leptocionium tortuosum (Hook. & Grev.) Bosch, Trichomanes beckeri E.H.L. Krause ex Phil., Hymenophyllum tortuosum Hook. & Grev. var. beckeri (E.H.L. Krause ex Phil.) Espinosa, Hymenophyllum tortuosum Hook. & Grev. var. bustillosii Espinosa, Meringium tortuosum (Hook. & Grev.) Copel., Hymenophyllum tortuosum Hook. & Grev. var. glomeratum Diem & J.S. Licht.",Hierba epífita o terrestre perenne,Nativa,"Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG), Juan Fernández (JFE)",0-1500 m.,Argentina,-,-
Hymenophyllum tunbrigense (L.) Sm.,http://catalogoplantas.udec.cl/sites/default/files/89_1.jpg,Hymenophyllaceae,"Trichomanes tunbrigense L., Hymenophyllum antarcticum C. Presl, Hymenophyllum tunbrigense (L.) Sm. var. asperulum (Kunze) Diem & J.S. Licht.",Hierba epífita o terrestre perenne,Nativa,"O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS)",0-500 m.,Argentina,-,-
Hymenophyllum umbratile Diem & J.S. Licht.,http://catalogoplantas.udec.cl/sites/default/files/90_1.jpg,Hymenophyllaceae,"",Hierba epífita perenne,Nativa,"Los Ríos (LRI), Los Lagos (LLA)",0-600 m.,Argentina,-,-
Serpyllopsis caespitosa (Gaudich.) C. Chr. var. caespitosa,http://catalogoplantas.udec.cl/sites/default/files/91_1.jpg,Hymenophyllaceae,"Serpyllopsis caespitosa (Gaudich.) C. Chr. var. dusenii (H. Christ) C. Chr., Serpyllopsis caespitosa (Gaudich.) C. Chr. var. densifolia (Phil.) C. Chr., Serpyllopsis caespitosa (Gaudich.) C. Chr. var. elongata (Hook.) C. Chr., Hymenophyllum caespitosum Gaudich., Trichomanes caespitosum (Gaudich.) Hook.f., Leptocionium caespitosum C. Presl, Hymenophyllum dusenii H. Christ",Hierba perenne,Nativa,"Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",0-1700 m.,Argentina,-,-
Serpyllopsis caespitosa (Gaudich.) C. Chr. var. fernandeziana C. Chr. & Skottsb.,-,Hymenophyllaceae,"",Hierba terrestre o saxícola perenne,Endémica,Juan Fernández (JFE),400-1400 m.,-,-,-
Trichomanes exsectum Kunze,-,Hymenophyllaceae,"Vandenboschia exsecta (Kunze) Copel., Polyphlebium exsectum (Kunze) Ebihara & Dubuisson",Hierba epífita o saxícola perenne,Endémica,"Maule (MAU), Los Ríos (LRI), Los Lagos (LLA), Juan Fernández (JFE)",0-600 m.,-,-,-
Trichomanes ingae C. Chr. & Skottsb.,http://catalogoplantas.udec.cl/sites/default/files/94_1.jpg,Hymenophyllaceae,"Vandenboschia ingae (C. Chr. & Skottsb.) Copel., Polyphlebium ingae (C. Chr. & Skottsb.) Ebihara & Dubuisson",Hierba epífita o saxícola perenne,Endémica,Juan Fernández (JFE),100-400 m.,-,-,-
Trichomanes philippianum J.W. Sturm,-,Hymenophyllaceae,"Vandenboschia philippiana (J.W. Sturm) Copel., Polyphlebium philippianum (J.W. Sturm) Ebihara & Dubuisson, Trichomanes dichotomum Phil.",Hierba epífita o saxícola perenne,Endémica,Juan Fernández (JFE),500-700 m.,-,-,-
Isoetes araucaniana Macluf & Hickey,http://catalogoplantas.udec.cl/sites/default/files/96_1.jpg,Isoetaceae,"",Hierba acuática perenne,Endémica,"Biobío (BIO), Araucanía (ARA)",800-1500 m.,-,-,-
"Isoetes chubutiana Hickey, Macluf & W.C. Taylor",http://catalogoplantas.udec.cl/sites/default/files/97_1.jpg,Isoetaceae,"Isoetes valdiviensis H.P. Fuchs, nom. nud., Isoetes meyeri H.P. Fuchs, nom. nud.",Hierba acuática perenne,Nativa,"Biobío (BIO), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",700-1300 m.,Argentina,-,-
Isoetes hieronymi U. Weber,-,Isoetaceae,"Isoetes argentina A.A. Eaton ex Palmer, nom. nud., Isoetes lechleri auct. non Mett.",Hierba acuática perenne,Nativa,Coquimbo (COQ),1000 m.,Argentina,-,-
Isoetes savatieri Franchet,http://catalogoplantas.udec.cl/sites/default/files/99_1.jpg,Isoetaceae,"Calamaria savatieri (Franchet) Kuntze, Isoetes lechleri Mett. var. savatieri (Franchet) L.D. Gómez",Hierba acuática perenne,Nativa,"Valparaíso (VAL), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",0-200 m.,Argentina,-,-
Austrolycopodium alboffii (Rolleri) Holub,http://catalogoplantas.udec.cl/sites/default/files/100_1.jpg,Lycopodiaceae,"Lycopodium alboffii Rolleri, Lycopodium magellanicum (P. Beauv.) Sw. var. nanum (Albov) Looser",Hierba perenne,Nativa,"Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",100-300 m.,Argentina,-,-
Austrolycopodium confertum (Willd.) Holub,-,Lycopodiaceae,"Lycopodium confertum Willd., Lycopodium chonoticum Phil., Lycopodium confertum Willd. var. barrosii Looser, Lycopodium barrosii (Looser) Herter",Hierba perenne,Nativa,"Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",500-1500 m.,Argentina,-,-
Austrolycopodium erectum (Phil.) Holub,-,Lycopodiaceae,"Lycopodium erectum Phil., Lycopodium magellanicum (P. Beauv.) Sw. var. erectum (Phil.) Looser, Lycopodium looseri Herter",Hierba perenne,Nativa,"Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Magallanes (MAG)",1200-2800 m.,Argentina y Bolivia,-,-
Austrolycopodium magellanicum (P. Beauv.) Holub,http://catalogoplantas.udec.cl/sites/default/files/103_1.jpg,Lycopodiaceae,"Lepidotis magellanica P. Beauv., Lycopodium magellanicum (P. Beauv.) Sw.",Hierba perenne,Nativa,"Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG), Juan Fernández (JFE)",300-1600 m.,Argentina y Bolivia,Pinpinela,-
Austrolycopodium paniculatum (Desv. ex Poir.) Holub,http://catalogoplantas.udec.cl/sites/default/files/104_1.jpg,Lycopodiaceae,"Lycopodium paniculatum Desv. ex Poir., Lycopodium dendromorphum Kunze",Hierba perenne,Nativa,"Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS)",700-900 m.,Argentina,"Palmita, pinpinela, licopodio, musgo, llanka-lawen",-
Diphasium gayanum (J. Remy) Holub,http://catalogoplantas.udec.cl/sites/default/files/105_1.jpg,Lycopodiaceae,"Lycopodium gayanum J. Remy, Lycopodium skottsbergii (Herter ex Nessel) Herter, Lycopodium scariosum G. Forst. var. gayanum (J. Remy) Nessel, Lycopodium scariosum auct. non G. Forst., Lycopodium jussiaei (jussieui) auct. non Desv.",Hierba perenne,Nativa,"Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG), Juan Fernández (JFE)",300-1300 m.,Argentina,"Palmita, pinpinela",-
Huperzia fuegiana (Roiv.) Holub,http://catalogoplantas.udec.cl/sites/default/files/106_1.jpg,Lycopodiaceae,"Urostachys fuegianus (Roiv.) Herter, Lycopodium fuegianum Roiv., Urostachys selago (L.) Herter var. hessei Herter ex Nessel, Huperzia selago auct. non (L.) Schrank & Mart., Lycopodium selago auct. non L.",Hierba perenne,Nativa,"Aysén (AIS), Magallanes (MAG)",0-500 m.,Argentina,-,-
Marsilea mollis B.L. Rob. & Fernald,http://catalogoplantas.udec.cl/sites/default/files/107_1.jpg,Marsileaceae,Marsilea punae de la Sota,Hierba acuática perenne,Nativa,"Coquimbo (COQ), Valparaíso (VAL)",0-3500 m.,"Argentina, Bolivia y Perú",-,-
Pilularia americana A. Braun,http://catalogoplantas.udec.cl/sites/default/files/108_1.jpg,Marsileaceae,"Pilularia valdiviana Phil. ex Baker, nom. nud.",Hierba acuática perenne,Nativa,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI)",0-100 m.,"Argentina, Bolivia y Perú",-,-
Arthropteris altescandens (Colla) J. Sm.,-,Oleandraceae,"Polypodium altescandens Colla, Polypodium procurrens Kunze, Nephrolepis altescandens (Colla) Baker",Hierba trepadora perenne,Endémica,Juan Fernández (JFE),0-700 m.,-,-,-
Botrychium dusenii (H. Christ) Alston,http://catalogoplantas.udec.cl/sites/default/files/110_1.jpg,Ophioglossaceae,"Botrychium ramosum Asch. var. patagonicum H. Christ, Botrychium lunaria (L.) Sw. var. dusenii H. Christ, Botrychium matricariaefolium A. Braun subsp. patagonicum (C. Chr.) R.T. Clausen",Hierba perenne,Nativa,"Metropolitana (RME), Aysén (AIS), Magallanes (MAG)",0-900 m.,Argentina,-,-
Ophioglossum crotalophoroides Walter,http://catalogoplantas.udec.cl/sites/default/files/111_1.jpg,Ophioglossaceae,"Ophioglossum tuberosum Hook. & Arn., Ophioglossum stipatum Miers ex Colla, Ophioglossum vulgatum L. var. crotalophoroides (Walter) D.C. Eaton",Hierba perenne,Nativa,"Valparaíso (VAL), Metropolitana (RME), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA)",0-1500 m.,"Argentina, Bolivia y Perú",-,-
Ophioglossum fernandezianum C. Chr.,-,Ophioglossaceae,"",Hierba perenne,Endémica,Juan Fernández (JFE),0-300 m.,-,-,-
Ophioglossum melipillense J. Remy,http://catalogoplantas.udec.cl/sites/default/files/113_1.jpg,Ophioglossaceae,Ophioglossum lusitanicum L. subsp. coriaceum (A.Cunn.) R.T. Clausen,Hierba perenne,Nativa,"Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU)",0-1600 m.,Argentina,-,-
Ophioglossum reticulatum L.,-,Ophioglossaceae,"Ophioglossum peruvianum C. Presl, Ophioglossum vulgatum L. var. reticulatum (L.) Luerss.",Hierba perenne,Nativa,Rapa Nui (IPA),10-45 m.,-,Tiapito,-
Ophioglossum vulgatum L.,-,Ophioglossaceae,"Ophioglossum nudicaule L. var. robustum J.S. Licht., Ophioglossum valdivianum Phil., Ophioglossum vulgatum L. var. valdivianum (Phil.) J.S. Licht.",Hierba perenne,Nativa,"Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS)",0-300 m.,Argentina,Huentru-lahuén,-
