nombre,large_img_url,tiny_img_url,familia,sinonimos,habito,origen,distribuicion,rango,paiseslimitrofes,nombre_comun,notas
Malesherbia lactea Phil.,http://catalogoplantas.udec.cl/sites/default/files/4585_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4585_1.jpg?itok=V72RLy2R,Passifloraceae,Malesherbia rosulata Werderm.,Hierba perenne,Nativa,"Antofagasta (ANT), Atacama (ATA)",2500-3900 m.,Argentina,-,-
Malesherbia lanceolata Ricardi,http://catalogoplantas.udec.cl/sites/default/files/4586_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4586_1.jpg?itok=iIVcq2em,Passifloraceae,"",Hierba perenne,Endémica,"Atacama (ATA), Coquimbo (COQ)",2900-3300 m.,-,-,-
Malesherbia linearifolia (Cav.) Pers.,http://catalogoplantas.udec.cl/sites/default/files/4587_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4587_1.jpg?itok=isNHL-tR,Passifloraceae,"Gynopleura linearifolia Cav., Malesherbia linearifolia (Cav.) Poir., comb. illeg., Malesherbia coronota D. Don, Malesherbia subalpina Poepp. ex Walp., Gynopleura coronata (D. Don) Roem., Malesherbia humilis D. Don var. subalpina (Poepp.) Gay",Subarbusto,Endémica,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO)",400-3200 m.,-,-,-
Malesherbia lirana Gay var. bracteata (Phil.) Ricardi,http://catalogoplantas.udec.cl/sites/default/files/4588_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4588_1.jpg?itok=xqD_WcRA,Passifloraceae,"Malesherbia bracteata Phil., Malesherbia oblongifolia auct. non Phil.",Hierba perenne,Endémica,"Atacama (ATA), Coquimbo (COQ)",3000-3500 m.,-,-,-
Malesherbia lirana Gay var. lirana,http://catalogoplantas.udec.cl/sites/default/files/4589_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4589_1.jpg?itok=IGMgfIdl,Passifloraceae,"Malesherbia hieronymi Harms, Malesherbia lirana Gay var. hieronymi (Harms) Ricardi, Malesherbia cuneata Phil., Malesherbia serpyllifolia Phil., Malesherbia lirana Gay var. sepyllifolia (Phil.) Reiche, Malesherbia lirana Gay var. subtomentosa Kuntze, Malesherbia incana Werderm.",Hierba perenne,Nativa,"Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME)",2000-4000 m.,Argentina,-,-
Malesherbia solanoides Meyen var. solanoides,http://catalogoplantas.udec.cl/sites/default/files/4591_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4591_1.jpg?itok=-vu3AQAq,Passifloraceae,"Malesherbia breviflora Phil., Malesherbia obtusa Phil.",Subarbusto,Endémica,Atacama (ATA),800-1400 m.,-,-,-
Malesherbia paniculata D. Don,http://catalogoplantas.udec.cl/sites/default/files/4592_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4592_1.jpg?itok=MfhXXLNi,Passifloraceae,"Gynopleura coerulea C. Presl, Malesherbia linearifolia (Cav.) Pers. var. paniculata (D. Don) Reiche",Subarbusto,Endémica,"Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO)",400-2500 m.,-,Farolito,-
Malesherbia solanoides Meyen var. ovata (Phil.) Bull-Hereñu,http://catalogoplantas.udec.cl/sites/default/files/4593_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4593_1.jpg?itok=b5TqsFSY,Passifloraceae,"Malesherbia ovata Phil., Malesherbia prolifera Phil., Malesherbia rugosa Gay var. pseudopulverulenta Ricardi, Malesherbia obtusa Phil. var. johnstonii (Werderm.) Ricardi, Malesherbia obtusa Phil.",Subarbusto,Endémica,Atacama (ATA),1000-3000 m.,-,-,-
Malesherbia solanoides Meyen var. rugosa (Gay) Bull-Hereñu,http://catalogoplantas.udec.cl/sites/default/files/4594_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4594_1.jpg?itok=hIFE4TVg,Passifloraceae,"Malesherbia rugosa Gay, Malesherbia serrata Phil., Malesherbia glandulifera Werderm.",Subarbusto,Endémica,Atacama (ATA),1100-3000 m.,-,-,-
Malesherbia tenuifolia D. Don,http://catalogoplantas.udec.cl/sites/default/files/4595_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4595_1.jpg?itok=G4P8ZedE,Passifloraceae,"Gynopleura tenuifolia (D. Don) Roem., Malesherbia pulchra Phil.",Subarbusto,Endémica,Tarapacá (TAR),2500 m.,-,-,-
Malesherbia tocopillana Ricardi,http://catalogoplantas.udec.cl/sites/default/files/4596_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4596_1.jpg?itok=wcR07soT,Passifloraceae,"",Subarbusto,Endémica,Antofagasta (ANT),0-200 m.,-,-,-
Passiflora foetida L.,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/4597.png?itok=vmR1NRR0,Passifloraceae,"",Arbusto trepador,Nativa,Arica y Parinacota (AYP),20-50 m.,Bolivia y Perú,-,-
Passiflora pinnatistipula Cav.,http://catalogoplantas.udec.cl/sites/default/files/4598_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4598_1.jpg?itok=XiZ8YGjK,Passifloraceae,"Passiflora chilensis Miers, Tacsonia pinnatistipula (Cav.) Juss.",Arbusto trepador,Nativa,"Coquimbo (COQ), Valparaíso (VAL)",2500-3000 m.,Bolivia y Perú,"Flor de la pasión, flor de la corona de Cristo, pasionaria, granadilla",-
Erythranthe bridgesii (Benth.) G.L. Nesom,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/4599.png?itok=gSJmCVP6,Phrymaceae,"Mimulus parviflorus Lindl. var. bridgesii Benth., Mimulus longipes Phil., Mimulus bridgesii (Benth.) Clos var. integrifolia Clos, Mimulus bridgesii (Benth.) Clos var. stoloniformis Clos, Mimulus bridgesii (Benth.) Clos, Mimulus acutidens Reiche",Hierba anual,Nativa,"Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA)",0-500 m.,Argentina,"Placa, berro",-
Erythranthe cuprea (Dombrain) G.L. Nesom,http://catalogoplantas.udec.cl/sites/default/files/4600_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4600_1.jpg?itok=mpBw8sD7,Phrymaceae,"Mimulus luteus L. var. cuprea Hook., Mimulus cupreus Dombrain",Hierba anual,Nativa,"O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA)",900-2100 m.,Argentina,"Placa, berro",-
Erythranthe depressa (Phil.) G.L. Nesom var. ciminum (C. Bohlen) J.M. Watson & A.R. Flores,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/4601.png?itok=B03ihfgP,Phrymaceae,Mimulus depressus Phil. var. ciminum C. Bohlen,Hierba perenne,Endémica,Atacama (ATA),2900-3100 m.,-,-,-
Erythranthe depressa (Phil.) G.L. Nesom var. depressa,http://catalogoplantas.udec.cl/sites/default/files/4602_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4602_1.jpg?itok=TXGNxfSK,Phrymaceae,"Mimulus pissisi Phil., Mimulus acaulis Phil., Mimulus depressus Phil. var. acaulis (Phil.) Reiche, Mimulus depressus Phil. var. pissisi (Phil.) Reiche, Mimulus depressus Phil.",Hierba anual o perenne,Endémica,"Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ)",2000-4500 m.,-,-,-
Erythranthe glabrata (Kunth) G.L. Nesom,http://catalogoplantas.udec.cl/sites/default/files/4603_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4603_1.jpg?itok=NjKjTMws,Phrymaceae,"Mimulus andicolus Kunth, Mimulus parviflorus Lindl., Mimulus glabratus Kunth var. parviflorus (Lindl.) Grant, Mimulus sylvaticus Phil., Mimulus kingii Phil., Mimulus tener Phil., Mimulus parviflorus Lindl. var. externa Skottsb., Mimulus glabratus Kunth var. externus (Skottsb.) Skottsb., Mimulus pilosiusculus Kunth, Mimulus propinquus Lindl., Mimulus parviflorus Lindl. var. nana Wedd., Mimulus glabratus Kunth",Hierba anual,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR), Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG), Juan Fernández (JFE)",0-4500 m.,"Argentina, Bolivia y Perú",Oqororo,-
Erythranthe lutea (L.) G.L. Nesom var. lutea,http://catalogoplantas.udec.cl/sites/default/files/4604_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4604_1.jpg?itok=XaS-AdTY,Phrymaceae,"Mimulus punctatus Miers ex Bertero, Mimulus luteus L. var. nummularius Clos, Mimulus luteus L. var. micranthus Phil., Mimulus glabratus Kunth var. micranthus (Phil.) Boivin, Mimulus luteus L. var. rivularis (Lodd.) Lindl., Mimulus rivularis Lodd., Mimulus luteus L. fma. macrophyllus Clos, Mimulus punctatus Miers ex Bertero, Mimulus luteus L.",Hierba anual o perenne,Nativa,"Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS)",0-3700 m.,Argentina,-,-
Erythranthe lutea (L.) G.L. Nesom var. variegata (Lodd.) Hook.,http://catalogoplantas.udec.cl/sites/default/files/4605_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4605_1.jpg?itok=kyTIC_pX,Phrymaceae,"Mimulus variegatus Lodd., Mimulus luteus L. var. variegatus (Lodd.) Hook.",Hierba perenne,Endémica,O'Higgins (LBO),500-2000 m.,-,-,"Probablemente una forma del híbrido E. lutea x E. naiandina, que es común"
Erythranthe minima (C. Bohlen) J.M. Watson & A.R. Flores,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/4606.png?itok=KcSWfG8_,Phrymaceae,"Mimulus minimus C. Bohlen, Mimulus depressus Phil. var. nanus (Phil.) Reiche, Mimulus nanus auct. non Phil.",Hierba anual,Endémica,"Atacama (ATA), Coquimbo (COQ), Metropolitana (RME)",1000-2050 m.,-,-,-
Erythranthe naiandina (J.M. Watson & C. Bohlen) G.L. Nesom,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/4607.png?itok=rxYzhba4,Phrymaceae,Mimulus naiandinus J.M. Watson & C. Bohlen,Hierba perenne,Endémica,"Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Biobío (BIO)",500-2500 m.,-,-,-
Anisomeria coriacea D. Don,http://catalogoplantas.udec.cl/sites/default/files/4608_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4608_1.jpg?itok=SunFqCAs,Phytolaccaceae,"Anisomeria drastica (Bertero) Moq., Pircunia drastica Bertero, Phytolacca drastica (Bertero) Poepp. & Endl.",Hierba perenne,Endémica,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU)",500-2600 m.,-,"Pircún, pirco, congrio",-
Anisomeria littoralis (Poepp. & Endl.) Moq.,http://catalogoplantas.udec.cl/sites/default/files/4609_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4609_1.jpg?itok=89LpZjZQ,Phytolaccaceae,"Phytolacca chilensis Miers, nom. nud., Phytolacca littoralis Poepp. & Endl., Anisomeria chilensis (Miers) H. Walter, Anisomeris fruticosa Phil.",Arbusto,Endémica,"Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), Maule (MAU)",0-1300 m.,-,-,-
Ercilla spicata (Bertero) Moq.,http://catalogoplantas.udec.cl/sites/default/files/4610_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4610_1.jpg?itok=VpqBJBx9,Phytolaccaceae,"Ercilla volubilis A. Juss., Galvezia spicata Bertero, Suriana volubilis (A. Juss.) Dombey & Cav. ex D. Don, Bridgesia spicata (Bertero) Hook. & Arn., Apodostachys densiflora Turcz., Phytolacca volubilis (A. Juss.) Heimerl, Ercilla spicata (Hook. & Arn.) Moq.",Arbusto trepador,Endémica,"Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI)",0-3000 m.,-,"Coralillo, siete huiras, voqui-auca, voqui-traro",-
Ercilla syncarpellata Nowicke,http://catalogoplantas.udec.cl/sites/default/files/4611_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4611_1.jpg?itok=F149cgC6,Phytolaccaceae,"",Arbusto trepador,Endémica,"Maule (MAU), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS)",0-300 m.,-,"Coralillo, siete huiras, voqui-auca, voqui-traro",-
Phytolacca bogotensis Kunth,http://catalogoplantas.udec.cl/sites/default/files/4612_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4612_1.jpg?itok=Bf_gGRx2,Phytolaccaceae,"Phytolacca australis Phil., Phytolacca bogotensis Kunth var. australis (Phil.) Hauman, comb. illeg., Phytolacca micrantha H. Walter, Phytolacca parviflora Hauman",Hierba perenne,Nativa,"Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA)",0-3000 m.,"Argentina, Bolivia y Perú",Carmín,-
Phytolacca chilensis (Miers ex Moq.) H. Walter,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/4613.png?itok=oOcCYkz_,Phytolaccaceae,Pircunia chilensis Miers ex Moq.,Subarbusto,Endémica,"Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO)",-,-,-,-
Peperomia berteroana Miq.,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/4614.png?itok=c142VOwT,Piperaceae,"Peperomia tristanensis Christoph., Peperomia berteroana Miq. subsp. tristanensis (Christoph.) Valdeb.",Hierba perenne,Nativa,Juan Fernández (JFE),0-600 m.,-,-,También presente en Isla Inaccesible e Isla Tristan da Cunha
Peperomia coquimbensis Skottsb.,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/4615.png?itok=dHznCJom,Piperaceae,"",Hierba epífita perenne,Endémica,Coquimbo (COQ),500 m.,-,Congonilla,-
Peperomia doellii Phil.,http://catalogoplantas.udec.cl/sites/default/files/4616_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4616_1.jpg?itok=Heyiwv3f,Piperaceae,"",Hierba suculenta perenne,Endémica,"Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ)",0-700 m.,-,-,-
Peperomia fernandeziana Miq.,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/4617.png?itok=DUL2THkC,Piperaceae,"Peperomia fernandeziana Miq. fma. oblongifolia Skottsb., Peperomia chilensis C. DC.",Hierba epífita o terrestre perenne,Endémica,"Coquimbo (COQ), Valparaíso (VAL), Los Ríos (LRI), Los Lagos (LLA), Juan Fernández (JFE)",0-600 m.,-,Congonilla,-
Peperomia margaritifera Bertero ex Hook.,http://catalogoplantas.udec.cl/sites/default/files/4618_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4618_1.jpg?itok=_SxtTFX4,Piperaceae,Peperomia margaritifera Bertero ex Hook. var. umbraticola Skottsb. ex Yunck.,Hierba perenne,Endémica,Juan Fernández (JFE),200-400 m.,-,-,-
Peperomia nummularioides Griseb.,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/4619.png?itok=-3J0RrSg,Piperaceae,"Peperomia australis Phil., Peperomia nummulariifolia Kunth",Hierba perenne,Endémica,"Coquimbo (COQ), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS)",0-500 m.,-,Congonilla del monte,-
Peperomia skottsbergii C. DC.,http://catalogoplantas.udec.cl/sites/default/files/4620_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4620_1.jpg?itok=bw5H0gDn,Piperaceae,"",Hierba perenne,Endémica,Juan Fernández (JFE),100-600 m.,-,-,-
Pittosporum crassifolium Banks & Sol. ex A. Cunn.,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/4621.png?itok=RP9RKVo5,Pittosporaceae,"",Arbusto o árbol pequeño,Introducida,"O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Juan Fernández (JFE)",-,-,-,-
Pittosporum undulatum Vent.,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/4622.png?itok=HXArY58r,Pittosporaceae,Arbusto,Introducida,"Valparaíso (VAL), Biobío (BIO), Juan Fernández (JFE)",-,-,Pitosporo,Ver Rejmánek (2021) http://dx.doi.org/10.4067/S0717-66432021000100099,""
Bacopa monnieri (L.) Pennell,http://catalogoplantas.udec.cl/sites/default/files/4623_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4623_1.jpg?itok=g4RFfIlD,Plantaginaceae,"Lysimachia monnieri L., Herpestis monnieri (L.) Kunth, Bacopa monnieri (L.) Wettst., nom. illeg., Bramia indica Lam.",Hierba anual,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR), Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Maule (MAU)",0-3500 m.,Argentina y Bolivia,-,-
Callitriche albomarginata Fassett,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/4624.png?itok=BdVjvbvb,Plantaginaceae,"",Hierba anual,Endémica,Metropolitana (RME),2700 m.,-,-,-
Callitriche antarctica Engelm. ex Hegelm.,http://catalogoplantas.udec.cl/sites/default/files/4625_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4625_1.jpg?itok=KN3YaooH,Plantaginaceae,"",Hierba acuática anual,Nativa,"Metropolitana (RME), Aysén (AIS), Magallanes (MAG)",0-500 m.,Argentina,-,-
Callitriche deflexa A. Braun ex Hegelm.,http://catalogoplantas.udec.cl/sites/default/files/4626_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4626_1.jpg?itok=oFqqxShg,Plantaginaceae,"",Hierba anual,Nativa,"Coquimbo (COQ), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA)",0-500 m.,Argentina,-,-
Callitriche heterophylla Pursh,http://catalogoplantas.udec.cl/sites/default/files/4627_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4627_1.jpg?itok=btmtY-mb,Plantaginaceae,"",Hierba acuática anual,Nativa,"Biobío (BIO), Araucanía (ARA), Los Lagos (LLA)",0-500 m.,Argentina,-,-
Callitriche lechleri (Hegelm.) Fassett var. berteroana (Hegelm.) Fassett,http://catalogoplantas.udec.cl/sites/default/files/4628_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4628_1.jpg?itok=laCE85jk,Plantaginaceae,"Callitriche marginata Torr. var. berteroana Hegelm., Callitriche berteroniana Steud.",Hierba anual,Nativa,"Valparaíso (VAL), O'Higgins (LBO), Aysén (AIS)",140-750 m.,Argentina,-,-
Callitriche lechleri (Hegelm.) Fassett var. lechleri,http://catalogoplantas.udec.cl/sites/default/files/4629_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4629_1.jpg?itok=TRa9QUgo,Plantaginaceae,"Callitriche marginata Torr. var. lechleri Hegelm., Callitriche oblongicarpa Fassett",Hierba acuática anual,Nativa,"Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG), Juan Fernández (JFE)",0-2000 m.,Argentina,-,Introducida en el Archipiélago de Juan Fernández
Callitriche terrestris Raf. subsp. turfosa (Bertero emend. Hegelm.) Bacigalupo,http://catalogoplantas.udec.cl/sites/default/files/4630_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4630_1.jpg?itok=micyNmiN,Plantaginaceae,Callitriche turfosa Bertero,Hierba anual,Nativa,"Antofagasta (ANT), Valparaíso (VAL), Metropolitana (RME), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS)",0-1000 m.,Argentina,-,-
Callitriche truncata Guss.,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/4631.png?itok=w1WtuPZF,Plantaginaceae,"",Hierba acuática anual,Introducida,"Araucanía (ARA), Magallanes (MAG)",-,-,-,-
"Cymbalaria muralis P. Gaertn., B. Mey. & Scherb.",-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/4632.png?itok=dYQEjIUA,Plantaginaceae,"",Hierba perenne,Introducida,"Valparaíso (VAL), Metropolitana (RME), Maule (MAU), Biobío (BIO), Los Ríos (LRI), Juan Fernández (JFE)",-,-,-,-
Digitalis purpurea L.,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/4633.png?itok=iWGhDD72,Plantaginaceae,"",Hierba perenne,Introducida,"Atacama (ATA), Valparaíso (VAL), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG), Juan Fernández (JFE)",-,-,-,-
Fonkia uliginosa Phil.,http://catalogoplantas.udec.cl/sites/default/files/4634_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4634_1.jpg?itok=-xlOCxwU,Plantaginaceae,"Gratiola uliginosa (Phil.) F. Phil., Gratiola peruviana L. var. uliginosa (Phil.) Reiche",Hierba perenne,Nativa,"Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA)",0-1000 m.,Argentina,-,-
Gratiola peruviana L.,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/4635.png?itok=tCXPsAtm,Plantaginaceae,"",Hierba perenne,Nativa,"Atacama (ATA), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA)",0-1500 m.,Argentina y Bolivia,-,-
Hebe elliptica (G. Forst.) Pennell,http://catalogoplantas.udec.cl/sites/default/files/4636_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4636_1.jpg?itok=--OULHW6,Plantaginaceae,"Hebe magellanica J.F. Gmel., Veronica elliptica G. Forst., Veronica simpsoni Phil.",Arbusto,Nativa,"Aysén (AIS), Magallanes (MAG)",0-500 m.,Argentina,-,-
Hebe salicifolia (G. Forst.) Pennell,http://catalogoplantas.udec.cl/sites/default/files/4637_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/4637_1.jpg?itok=AY9YUZz3,Plantaginaceae,"Veronica salicifolia G. Forst., Veronica fonki Phil.",Arbusto,Nativa,"Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",0-200 m.,Bolivia,-,-
Hippuris vulgaris L.,-,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/IMG_6413%20Hippuris%20vulgaris.JPG?itok=CpPTAMU7,Plantaginaceae,Hierba perenne,Nativa,"Biobío (BIO), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",0-500 m.,Argentina,Pinito de agua,-,""
Kickxia elatine (L.) Dumort.,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/4639.png?itok=g-7945E3,Plantaginaceae,"",Hierba anual,Introducida,"Metropolitana (RME), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Juan Fernández (JFE)",-,-,-,-
